<HEADLINE>	
T-Mobile	org
ryövää	
tilaajat	
kilpailijoilta	
,	
rikastuttaa	
johtajiaan	
	
<DATE>	
2.5.2014 07:30	
	
<INGRESS>	
Matkapuhelinoperaattori	
T-Mobile	org
on	
yhdysvaltalaisen	
matkapuhelinalan	
muutoksen	
keskiössä	
.	
	
Se	
ryövää	
asiakkaat	
kilpailijoilta	
ja	
maksaa	
toimitusjohtajalleen	
enemmän	
kuin	
paljon	
suuremmat	
kilpailijansa	
.	
	
<BODY>	
<PARAGRAPH>	
T-Mobile	org
USA	org
,	
jonka	
osake-enemmistö	
on	
edelleen	
Deutsche	org
Telekomin	org
hallussa	
,	
kasvatti	
matkapuhelinasiakkaidensa	
määrää	
tammi–maaliskuussa	
2,4	
miljoonalla	
.	
	
Se	
on	
enemmän	
kuin	
mitä	
kolme	
sitä	
isompaa	
operaattoria	
sai	
yhteensä	
ja	
12	
kertaa	
enemmän	
kuin	
mitä	
seuraavaksi	
eniten	
asiakkaita	
lisännyt	
AT	org
&	org
amp	org
;	org
T	org
;	org
sai	
kasaan	
,	
Cnet	org
kirjoitti	
.	
	
<PARAGRAPH>	
Isommat	
kilpailijat	
kasvattivat	
asiakaskantojaan	
,	
mutta	
kasvu	
tuli	
tablettitilaajista	
.	
	
<PARAGRAPH>	
T-Mobilen	org
toiminta	
on	
edelleen	
tappiollista	
,	
mutta	
se	
ei	
näytä	
huolestuttavan	
yritystä	
tai	
sijoittajia	
.	
	
Operaattori	
onnistui	
hankkimaan	
paljon	
juuri	
oikeanlaisia	
asiakkaita	
.	
	
Uusista	
tilaajista	
1,3	
miljoonaa	
on	
haluttuja	
laskulla	
maksavia	
.	
	
Niistä	
1,26	
miljoonaa	
eli	
lähes	
kaikki	
ovat	
myös	
älypuhelinasiakkaita	
,	
jotka	
ovat	
muita	
kannattavampia	
operaattoreille	
.	
	
<PARAGRAPH>	
T-Mobilen	org
julkisuushakuinen	
toimitusjohtaja	tit
John	per
Legere	per
tunnetaan	
reippaasta	
esiintymisestä	
julkisuudessa	
ja	
kilpailijoiden	
ja	
kumppanien	
kovakouraisesta	
haastamisesta	
kuten	
esimerkiksi	
AT	org
&	org
amp	org
;	org
T	org
;	org
:	org
n	org
ja	
Blackberryn	org
johtajat	
voivat	
todistaa	
.	
	
Hän	
ei	
ole	
myöskään	
ujostellut	
oman	
palkkionsa	
suhteen	
.	
	
<PARAGRAPH>	
Yhdysvaltain	org
arvopaperikomissiolle	org
toimitetusta	
raportista	
selviää	
,	
että	
Legeren	org
kokonaisansiot	
operaattorin	
palveluksessa	
olivat	
viime	
vuonna	
29	
miljoonaa	
dollaria	
.	
	
Se	
on	
enemmän	
kuin	
AT	org
&	org
amp	org
;	org
T	org
;	org
:	org
n	org
Randall	per
Stephensonin	per
23	
miljoonaa	
tai	
Verizonin	org
toimitusjohtajan	tit
Lowell	per
McAdamin	per
16	
miljoonaa	
.	
	
<PARAGRAPH>	
Yhdysvaltain	loc
matkapuhelinoperaattorien	
toimitusjohtajista	
löytyy	
kuitenkin	
vielä	
Legereä	org
isopalkkaisempi	
mies	
.	
	
Hän	
on	
Sprintin	org
toimitusjohtaja	
,	
entinen	
Nokian	org
hallituksen	org
jäsen	
Dan	per
Hesse	per
,	
jonka	
kokonaisansiot	
nousivat	
49	
miljoonaan	
dollariin	
.	
	
Häntä	
palkittiin	
muun	
muassa	
yrityksen	
myymisestä	
SoftBankille	org
.	
	
<PARAGRAPH>	
Palkoista	
raportoi	
muun	
muassa	
FierceWireless	org
.	
	
Myös	
muut	
T-Mobilen	org
johtajat	
saivat	
miljoonien	
palkkiot	
.	
	
<PARAGRAPH>	
Sama	
julkaisu	
kirjoitti	
torstaina	
Sprintin	org
,	
josta	
japanilainen	
SoftBank	org
omistaa	
80	
prosenttia	
,	
neuvotelleen	
kuuden	
pankin	
kanssa	
valmiiksi	
lainaresurssit	
T-Mobilen	org
ostamiseksi	
.	
	
Ostokohde	
on	
siis	
T-Mobile	org
USA	org
,	
maan	
neljänneksi	
suurin	
matkapuhelinoperaattori	
.	
	
Sen	
markkina-arvo	
on	
23,5	
miljardia	
dollaria	
.	
	
<PARAGRAPH>	
T-Mobilen	org
Legere	borg
on	
halukas	
tukemaan	
fuusiota	
kolmanneksi	
suurimman	
matkapuhelinoperaattorin	
kanssa	
.	
	
Legeren	org
mukaan	
alan	
konsolidaatiossa	
on	
kysymys	
vain	
siitä	
milloin	
se	
tapahtuu	
.	
	
Jos	
fuusio	
tapahtuu	
,	
Legeren	org
ennustetaan	
nousevan	
uuden	
yhtiön	
johtoon	
.	
	
<PARAGRAPH>	
SoftBankin	org
toimitusjohtaja	tit
Masayoshi	per
Son	per
on	
kampanjoinut	
fuusion	
puolesta	
luvaten	
sen	
toimivan	
matkapuhelinalan	
ja	
kuluttajien	
eduksi	
käynnistämällä	
hintasodan	
Yhdysvaltain	loc
markkinoilla	
.	
	
Liittovaltion	
viestintäkomissio	
FCC	org
ja	
oikeusministeriö	
eivät	
kuitenkaan	
ole	
näyttäneet	
mitään	
merkkiä	
aikeistaan	
luopua	
fuusion	
estämisaikeista	
.	
	
Aikaisemmin	
ne	
tyrmäsivät	
AT	org
&	org
amp	org
;	org
T	org
;	org
:	org
n	org
ja	
T-Mobilen	org
39	
miljardin	
dollarin	
yrityskaupan	
.	
	
<PARAGRAPH>	
Korjattu	
useita	
virheitä	
.	
