<HEADLINE>	
Mobiilimaksaminen	
ei	
pelkkiä	
riemuvoittoja	
:	
Brittioperaattori	
tappoikännykkälompakon	
	
<DATE>	
10.1.2014 09:28	
	
<INGRESS>	
Brittioperaattori	
O2	org
tyhjentää	
mobiililompakkonsa	
maaliskuussa	
.	
	
Aikaisin	
liikkeelle	
lähtenyt	
ja	
kaikille	
avoin	
palvelu	
ei	
kiinnostanut	
riittävän	
monia	
asiakkaita	
.	
	
<BODY>	
<PARAGRAPH>	
O2	org
aloitti	
ensimmäisenä	
brittioperaattorina	
kännykkälompakon	
tarjonnan	
huhtikuussa	
2012.	
Luottokorttiyhtiö	
Visan	org
tukemassa	
palvelussa	
asiakas	
sai	
fyysisen	
ja	
virtuaalisen	
maksukortin	
,	
jolle	
raha	
piti	
ladata	
etukäteen	
.	
	
Lataamisen	
pystyi	
tekemään	
verkkopankissa	
tai	
käteisellä	
verkoston	
kassapalvelupisteissä	
.	
	
<PARAGRAPH>	
Käyttäjät	
voivat	
itse	
siirtää	
rahansa	
pois	
mobiililompakosta	
tai	
O2	org
palauttaa	
ne	
pankkisiirtona	
tai	
paperisekkinä	
.	
	
<PARAGRAPH>	
O2	org
perustelee	
palvelun	
lopettamista	
olosuhteiden	
muuttumisella	
.	
	
Se	
lupaa	
palata	
asiaan	
vaihtoehtoisilla	
palveluilla	
.	
	
<PARAGRAPH>	
O2	pro
Wallet	pro
on	
jo	
kolmas	
mobiilipalvelu	
,	
jonka	
operaattori	
on	
lopettanut	
vuoden	
sisällä	
,	
Total	org
Telecom	org
kirjoitti	
.	
	
Viime	
kesäkuussa	
se	
ilmoitti	
lakkauttavansa	
kaksi	
virtuaalista	
terveyspalvelua	
.	
	
Help	pro
at	pro
Hand	pro
oli	
mobiiliseurantapalvelu	
ja	
Health	pro
at	pro
Home	pro
oli	
telemaattinen	
terveyspalvelu	
.	
	
Ne	
eivät	
houkutelleet	
tarpeeksi	
asiakkaita	
.	
