<HEADLINE>	
"	
Täysin	
perätöntä	
"	
-	
Netflix	org
kiistää	
epäilyt	
uusista	
maarajoituksista	
	
<DATE>	
8.1.2015 16:22	
	
<INGRESS>	
Tv-sarjojen	
ja	
elokuvien	
suoratoistopalvelu	
kiistää	
jyrkästi	
kiristäneensä	
vpn-estoja	
—	
ja	
muotoilee	
epäselvästi	
nykyisen	
käytäntönsä	
.	
	
<BODY>	
<PARAGRAPH>	
Netflix	org
kommentoi	
äskettäistä	
väitettä	
,	
jonka	
mukaan	
se	
on	
alkanut	
estää	
asiakkaiden	
vpn-yhteyksiä	misc
voimakkaammin	
siellä	
täällä	
.	
	
Vpn-yhteydet	misc
ovat	
tapa	
päästä	
käsiksi	
Netflixin	org
Yhdysvaltain	loc
palvelun	
sisältöön	
ulkomailta	
.	
	
<PARAGRAPH>	
Palvelu	
kiisti	
kaiken	
toimittajatapaamisessa	
CES-messuilla	event
.	
	
<PARAGRAPH>	
–	
Väitteet	
,	
että	
olisimme	
muuttaneet	
linjaustamme	
vpn	pro
:	pro
n	pro
suhteen	
,	
ovat	
vääriä	
,	
tuotejohtaja	tit
Neil	per
Hunt	per
vakuutti	
Cnetin	org
mukaan	
.	
	
<PARAGRAPH>	
Netflixin	org
viestintä-	tit
ja	tit
teknologiajohtaja	tit
Cliff	per
Edwards	per
lisäsi	
,	
että	
media	
tarttui	
yhteen	
väitteeseen	
,	
joka	
oli	
perätön	
.	
	
Uutisissa	
puhuttiin	
muun	
muassa	
UnoDNS	org
:	org
n	org
,	
Unblockusin	org
ja	
TorGuardin	org
havainneen	
pienen	
määrän	
epätavallisia	
vp	misc
n-estoja	misc
Netflixin	pro
yhteyksissä	
.	
	
<PARAGRAPH>	
Vpn	pro
:	pro
n	pro
käyttö	
on	
ollut	
kielletty	
Netflixin	pro
käyttöehdoissa	
,	
mutta	
sellaisten	
palvelujen	
avulla	
on	
silti	
voinut	
päästä	
Netflixiin	pro
.	
	
Ei	
kuitenkaan	
aina	
,	
sillä	
yhtiö	
on	
huomauttanut	
hyödyntävänsä	
alan	
normaaleja	
keinoja	
vpn-yhteyksien	misc
torjumiseksi	
.	
	
<PARAGRAPH>	
Hunt	per
muotoili	
asian	
CES-messuilla	event
näin	
:	
	
<PARAGRAPH>	
–	
Ihmiset	
,	
jotka	
käyttävät	
vpn	pro
:	pro
ää	pro
päästäkseen	
palveluumme	
[	
maantieteellisen	
]	
alueen	
ulkopuolelta	
,	
huomaavat	
,	
että	
se	
toimii	
edelleen	
täsmälleen	
niin	
kuin	
aina	
ennenkin	
.	
	
<PARAGRAPH>	
Ota	
tästä	
sitten	
selvää	
.	
