nykyisiä	O	O
paljoa	O	O
paremmat	O	O
,	O	O
ja	O	O
miten	O	O
nykyajan	O	O
ihmiset	O	O
eivät	O	O
missään	O	O
suhteessa	O	O
voi	O	O
entisaikuisille	O	O
vertoja	O	O
vetää	O	O
.	O	O
Tällaiset	O	O
puheet	O	O
todistavat	O	O
vain	O	O
ihmisen	O	O
onnellista	O	O
kykyä	O	O
voida	O	O
unhottaa	O	O
epäsuotuisat	O	O
menneet	O	O
olosuhteet	O	O
ja	O	O
säilyttää	O	O
muis-	O	O
vain	O	O
paremmat	O	O
ja	O	O
valoisammat	O	O
.	O	O
tällaisen	O	O
,	O	O
meille	O	O
ihmisille	O	O
niin	O	O
tavallisen	O	O
olevien	O	O
olojen	O	O
arvostelun	O	O
luulen	O	O
useinkin	O	O
aiheuttavan	O	O
edellämainitun	O	O
,	O	O
meidän	O	O
nykyaikaisten	O	O
itserakkautta	O	O
niin	O	O
perin	O	O
vähän	O	O
imartelevan	O	O
väitteen	O	O
.	O	O
Jääköön	O	O
tämänkaltainen	O	O
pintapuolinen	O	O
arvostelu	O	O
omaan	O	O
arvoonsa	O	O
,	O	O
mutta	O	O
katsokaamme	O	O
voitaisiinko	O	O
edellämainittu	O	O
luulotellusti	O	O
asiallinen	O	O
kritiikki	O	O
vastaväitteillä	O	O
kumota	O	O
.	O	O
Ammattitaitokäsitteessä	O	O
erotamme	O	O
kaksi	O	O
puolta	O	O
:	O	O
ammattitieto	O	O
,	O	O
teoriia	O	O
ja	O	O
ammattikätevyys	O	O
,	O	O
praktiikka	O	O
.	O	O
Molemmat	O	O
ovat	O	O
ne	O	O
yhden	O	O
arvoiset	O	O
,	O	O
ja	O	O
vasta	O	O
se	O	O
,	O	O
joka	O	O
molempia	O	O
tasapuolisesti	O	O
ja	O	O
mahdollisimman	O	O
korkealle	O	O
kehittää	O	O
,	O	O
on	O	O
täydelleen	O	O
ammattitaitoinen	O	O
.	O	O
Niin	O	O
on	O	O
kaikilla	O	O
aloilla	O	O
,	O	O
niinpä	O	O
farmaseuttisessakin	O	O
työssä	O	O
.	O	O
Että	O	O
ennen	O	O
apteekeissa	O	O
kehitettiin	O	O
yksipuolisesti	O	O
ammattikätevyyttä	O	O
,	O	O
sen	O	O
täytyy	O	O
myöntää	O	O
jokaisen	O	O
,	O	O
joka	O	O
asiaa	O	O
puolueettomasti	O	O
ajattelee	O	O
.	O	O
Jo	O	O
lyhyt	O	O
silmäys	O	O
vanhoihin	O	O
,	O	O
farmaseuttista	O	O
opetusta	O	O
koskeviin	O	O
asetuksiin	O	O
näyttää	O	O
miten	O	O
pitkän	O	O
askeleen	O	O
tietopuolinen	O	O
ammattiopetus	O	O
viime	O	O
vuosikymmenien	O	O
kuluessa	O	O
on	O	O
astunut	O	O
eteenpäin	O	O
.	O	O
Olisivatko	O	O
sitte	O	O
koko	O	O
tämän	O	O
opetuksen	O	O
tulokset	O	O
turhia	O	O
,	O	O
eivätkö	O	O
ne	O	O
edistystä	O	O
todista	O	O
?	O	O
Tai	O	O
,	O	O
toisin	O	O
kysyen	O	O
,	O	O
olisiko	O	O
kukaan	O	O
ammattimme	O	O
harjoittaja	O	O
valmis	O	O
palaamaan	O	O
takaisin	O	O
esim	O	O
.	O	O
30	O	O
vuotta	O	O
sitten	O	O
vallinneeseen	O	O
asiaintilaan	O	O
?	O	O
Voiko	O	O
todenteolla	O	O
kukaan	O	O
väittää	O	O
,	O	O
että	O	O
14-16	O	O
vuotias	O	O
oppilas	O	O
,	O	O
jonka	O	O
alkutiedot	O	O
usein	O	O
olivat	O	O
mitättömän	O	O
pienet	O	O
,	O	O
olisi	O	O
tarkemmin	O	O
ja	O	O
perusteellisemmin	O	O
voinut	O	O
oppia	O	O
ammattinsa	O	O
perusteet	O	O
kuin	O	O
17---19	O	O
vuotias	O	O
,	O	O
